arm,label,seed,gpu,repeat,iteration,active_width_lanes
la,LA,55048408,0,1,14,5.0
la,LA,55048408,0,1,15,5.0
la,LA,55048408,0,1,16,4.0
la,LA,55048408,0,1,17,4.0
la,LA,55048408,0,1,18,4.0
la,LA,55048408,0,1,19,4.0
la,LA,55048408,0,1,20,3.0
la,LA,55048408,0,1,21,3.0
la,LA,55048408,0,1,22,3.0
la,LA,55048408,0,1,23,3.0
la,LA,55048408,0,1,24,2.0
la,LA,55048408,0,1,25,2.0
la,LA,55048408,0,1,26,2.0
la,LA,55048408,0,1,27,2.0
la,LA,55048408,0,1,28,1.0
la,LA,55048408,0,1,29,1.0
la,LA,55048408,0,1,30,1.0
la,LA,55048408,0,1,31,1.0
la,LA,55048408,0,2,0,8.0
la,LA,55048408,0,2,1,8.0
la,LA,55048408,0,2,2,8.0
la,LA,55048408,0,2,3,8.0
la,LA,55048408,0,2,4,8.0
la,LA,55048408,0,2,5,8.0
la,LA,55048408,0,2,6,8.0
la,LA,55048408,0,2,7,8.0
la,LA,55048408,0,2,8,8.0
la,LA,55048408,0,2,9,8.0
la,LA,55048408,0,2,10,8.0
la,LA,55048408,0,2,11,8.0
la,LA,55048408,0,2,12,5.0
la,LA,55048408,0,2,13,5.0
la,LA,55048408,0,2,14,5.0
la,LA,55048408,0,2,15,5.0
la,LA,55048408,0,2,16,4.0
la,LA,55048408,0,2,17,4.0
la,LA,55048408,0,2,18,4.0
la,LA,55048408,0,2,19,4.0
la,LA,55048408,0,2,20,3.0
la,LA,55048408,0,2,21,3.0
la,LA,55048408,0,2,22,3.0
la,LA,55048408,0,2,23,3.0
la,LA,55048408,0,2,24,2.0
la,LA,55048408,0,2,25,2.0
la,LA,55048408,0,2,26,2.0
la,LA,55048408,0,2,27,2.0
la,LA,55048408,0,2,28,1.0
la,LA,55048408,0,2,29,1.0
la,LA,55048408,0,2,30,1.0
la,LA,55048408,0,2,31,1.0
la,LA,55048408,1,0,0,8.0
la,LA,55048408,1,0,1,8.0
la,LA,55048408,1,0,2,8.0
la,LA,55048408,1,0,3,8.0
la,LA,55048408,1,0,4,8.0
la,LA,55048408,1,0,5,8.0
la,LA,55048408,1,0,6,8.0
la,LA,55048408,1,0,7,8.0
la,LA,55048408,1,0,8,8.0
la,LA,55048408,1,0,9,8.0
la,LA,55048408,1,0,10,8.0
la,LA,55048408,1,0,11,8.0
la,LA,55048408,1,0,12,5.0
la,LA,55048408,1,0,13,5.0
la,LA,55048408,1,0,14,5.0
la,LA,55048408,1,0,15,5.0
la,LA,55048408,1,0,16,4.0
la,LA,55048408,1,0,17,4.0
la,LA,55048408,1,0,18,4.0
la,LA,55048408,1,0,19,4.0
la,LA,55048408,1,0,20,3.0
la,LA,55048408,1,0,21,3.0
la,LA,55048408,1,0,22,3.0
la,LA,55048408,1,0,23,3.0
la,LA,55048408,1,0,24,2.0
la,LA,55048408,1,0,25,2.0
la,LA,55048408,1,0,26,2.0
la,LA,55048408,1,0,27,2.0
la,LA,55048408,1,0,28,1.0
la,LA,55048408,1,0,29,1.0
la,LA,55048408,1,0,30,1.0
la,LA,55048408,1,0,31,1.0
la,LA,55048408,1,1,0,8.0
la,LA,55048408,1,1,1,8.0
la,LA,55048408,1,1,2,8.0
la,LA,55048408,1,1,3,8.0
la,LA,55048408,1,1,4,8.0
la,LA,55048408,1,1,5,8.0
la,LA,55048408,1,1,6,8.0
la,LA,55048408,1,1,7,8.0
la,LA,55048408,1,1,8,8.0
la,LA,55048408,1,1,9,8.0
la,LA,55048408,1,1,10,8.0
la,LA,55048408,1,1,11,8.0
la,LA,55048408,1,1,12,5.0
la,LA,55048408,1,1,13,5.0
la,LA,55048408,1,1,14,5.0
la,LA,55048408,1,1,15,5.0
la,LA,55048408,1,1,16,4.0
la,LA,55048408,1,1,17,4.0
la,LA,55048408,1,1,18,4.0
la,LA,55048408,1,1,19,4.0
la,LA,55048408,1,1,20,3.0
la,LA,55048408,1,1,21,3.0
la,LA,55048408,1,1,22,3.0
la,LA,55048408,1,1,23,3.0
la,LA,55048408,1,1,24,2.0
la,LA,55048408,1,1,25,2.0
la,LA,55048408,1,1,26,2.0
la,LA,55048408,1,1,27,2.0
la,LA,55048408,1,1,28,1.0
la,LA,55048408,1,1,29,1.0
la,LA,55048408,1,1,30,1.0
la,LA,55048408,1,1,31,1.0
la,LA,55048408,1,2,0,8.0
la,LA,55048408,1,2,1,8.0
la,LA,55048408,1,2,2,8.0
la,LA,55048408,1,2,3,8.0
la,LA,55048408,1,2,4,8.0
la,LA,55048408,1,2,5,8.0
la,LA,55048408,1,2,6,8.0
la,LA,55048408,1,2,7,8.0
la,LA,55048408,1,2,8,8.0
la,LA,55048408,1,2,9,8.0
la,LA,55048408,1,2,10,8.0
la,LA,55048408,1,2,11,8.0
la,LA,55048408,1,2,12,5.0
la,LA,55048408,1,2,13,5.0
la,LA,55048408,1,2,14,5.0
la,LA,55048408,1,2,15,5.0
la,LA,55048408,1,2,16,4.0
la,LA,55048408,1,2,17,4.0
la,LA,55048408,1,2,18,4.0
la,LA,55048408,1,2,19,4.0
la,LA,55048408,1,2,20,3.0
la,LA,55048408,1,2,21,3.0
la,LA,55048408,1,2,22,3.0
la,LA,55048408,1,2,23,3.0
la,LA,55048408,1,2,24,2.0
la,LA,55048408,1,2,25,2.0
la,LA,55048408,1,2,26,2.0
la,LA,55048408,1,2,27,2.0
la,LA,55048408,1,2,28,1.0
la,LA,55048408,1,2,29,1.0
la,LA,55048408,1,2,30,1.0
la,LA,55048408,1,2,31,1.0
la,LA,55048408,2,0,0,8.0
la,LA,55048408,2,0,1,8.0
la,LA,55048408,2,0,2,8.0
la,LA,55048408,2,0,3,8.0
la,LA,55048408,2,0,4,8.0
la,LA,55048408,2,0,5,8.0
la,LA,55048408,2,0,6,8.0
la,LA,55048408,2,0,7,8.0
la,LA,55048408,2,0,8,8.0
la,LA,55048408,2,0,9,8.0
la,LA,55048408,2,0,10,8.0
la,LA,55048408,2,0,11,8.0
la,LA,55048408,2,0,12,5.0
la,LA,55048408,2,0,13,5.0
la,LA,55048408,2,0,14,5.0
la,LA,55048408,2,0,15,5.0
la,LA,55048408,2,0,16,4.0
la,LA,55048408,2,0,17,4.0
la,LA,55048408,2,0,18,4.0
la,LA,55048408,2,0,19,4.0
la,LA,55048408,2,0,20,3.0
la,LA,55048408,2,0,21,3.0
la,LA,55048408,2,0,22,3.0
la,LA,55048408,2,0,23,3.0
la,LA,55048408,2,0,24,2.0
la,LA,55048408,2,0,25,2.0
la,LA,55048408,2,0,26,2.0
la,LA,55048408,2,0,27,2.0
la,LA,55048408,2,0,28,1.0
la,LA,55048408,2,0,29,1.0
la,LA,55048408,2,0,30,1.0
la,LA,55048408,2,0,31,1.0
la,LA,55048408,2,1,0,8.0
la,LA,55048408,2,1,1,8.0
la,LA,55048408,2,1,2,8.0
la,LA,55048408,2,1,3,8.0
la,LA,55048408,2,1,4,8.0
la,LA,55048408,2,1,5,8.0
la,LA,55048408,2,1,6,8.0
la,LA,55048408,2,1,7,8.0
la,LA,55048408,2,1,8,8.0
la,LA,55048408,2,1,9,8.0
la,LA,55048408,2,1,10,8.0
la,LA,55048408,2,1,11,8.0
la,LA,55048408,2,1,12,5.0
la,LA,55048408,2,1,13,5.0
la,LA,55048408,2,1,14,5.0
la,LA,55048408,2,1,15,5.0
la,LA,55048408,2,1,16,4.0
la,LA,55048408,2,1,17,4.0
la,LA,55048408,2,1,18,4.0
la,LA,55048408,2,1,19,4.0
la,LA,55048408,2,1,20,3.0
la,LA,55048408,2,1,21,3.0
la,LA,55048408,2,1,22,3.0
la,LA,55048408,2,1,23,3.0
la,LA,55048408,2,1,24,2.0
la,LA,55048408,2,1,25,2.0
la,LA,55048408,2,1,26,2.0
la,LA,55048408,2,1,27,2.0
la,LA,55048408,2,1,28,1.0
la,LA,55048408,2,1,29,1.0
la,LA,55048408,2,1,30,1.0
la,LA,55048408,2,1,31,1.0
la,LA,55048408,2,2,0,8.0
la,LA,55048408,2,2,1,8.0
la,LA,55048408,2,2,2,8.0
la,LA,55048408,2,2,3,8.0
la,LA,55048408,2,2,4,8.0
la,LA,55048408,2,2,5,8.0
la,LA,55048408,2,2,6,8.0
la,LA,55048408,2,2,7,8.0
la,LA,55048408,2,2,8,8.0
la,LA,55048408,2,2,9,8.0
la,LA,55048408,2,2,10,8.0
la,LA,55048408,2,2,11,8.0
la,LA,55048408,2,2,12,5.0
la,LA,55048408,2,2,13,5.0
la,LA,55048408,2,2,14,5.0
la,LA,55048408,2,2,15,5.0
la,LA,55048408,2,2,16,4.0
la,LA,55048408,2,2,17,4.0
la,LA,55048408,2,2,18,4.0
la,LA,55048408,2,2,19,4.0
la,LA,55048408,2,2,20,3.0
la,LA,55048408,2,2,21,3.0
la,LA,55048408,2,2,22,3.0
la,LA,55048408,2,2,23,3.0
la,LA,55048408,2,2,24,2.0
la,LA,55048408,2,2,25,2.0
la,LA,55048408,2,2,26,2.0
la,LA,55048408,2,2,27,2.0
la,LA,55048408,2,2,28,1.0
la,LA,55048408,2,2,29,1.0
la,LA,55048408,2,2,30,1.0
la,LA,55048408,2,2,31,1.0
la,LA,55048408,3,0,0,8.0
la,LA,55048408,3,0,1,8.0
la,LA,55048408,3,0,2,8.0
la,LA,55048408,3,0,3,8.0
la,LA,55048408,3,0,4,8.0
la,LA,55048408,3,0,5,8.0
la,LA,55048408,3,0,6,8.0
la,LA,55048408,3,0,7,8.0
la,LA,55048408,3,0,8,8.0
la,LA,55048408,3,0,9,8.0
la,LA,55048408,3,0,10,8.0
la,LA,55048408,3,0,11,8.0
la,LA,55048408,3,0,12,5.0
la,LA,55048408,3,0,13,5.0
la,LA,55048408,3,0,14,5.0
la,LA,55048408,3,0,15,5.0
la,LA,55048408,3,0,16,4.0
la,LA,55048408,3,0,17,4.0
la,LA,55048408,3,0,18,4.0
la,LA,55048408,3,0,19,4.0
la,LA,55048408,3,0,20,3.0
la,LA,55048408,3,0,21,3.0
la,LA,55048408,3,0,22,3.0
la,LA,55048408,3,0,23,3.0
la,LA,55048408,3,0,24,2.0
la,LA,55048408,3,0,25,2.0
la,LA,55048408,3,0,26,2.0
la,LA,55048408,3,0,27,2.0
la,LA,55048408,3,0,28,1.0
la,LA,55048408,3,0,29,1.0
la,LA,55048408,3,0,30,1.0
la,LA,55048408,3,0,31,1.0
la,LA,55048408,3,1,0,8.0
la,LA,55048408,3,1,1,8.0
la,LA,55048408,3,1,2,8.0
la,LA,55048408,3,1,3,8.0
la,LA,55048408,3,1,4,8.0
la,LA,55048408,3,1,5,8.0
la,LA,55048408,3,1,6,8.0
la,LA,55048408,3,1,7,8.0
la,LA,55048408,3,1,8,8.0
